,ST,IATA,S/L,Hub,CY15enplane,Name,City,Country,Latitude,Longitude,Altitude,Timezone,PercentArrDel15,TaxiIn,ArrDelay,ArrNum,PercentCancelled,TaxiOut,DepDelay,DepNum
42,WI,MKE,P,M,3229897,General Mitchell International Airport,Milwaukee,United States,42.9472007751,-87.8965988159,723.0,-6,12.4919923126,5.0,-8.0,3136,0.255183413078,9.0,-2.0,3135
43,FL,PBI,P,M,3113591,Palm Beach International Airport,West Palm Beach,United States,26.6832008362,-80.0955963135,19.0,-5,10.553633218,5.0,-8.0,591,1.86125211506,10.0,-2.0,591
44,CT,BDL,P,M,2926054,Bradley International Airport,Windsor Locks,United States,41.9388999939,-72.6831970215,173.0,-5,12.016293279,5.0,-6.0,1480,0.405953991881,10.0,-2.0,1478
45,FL,JAX,P,M,2716473,Jacksonville International Airport,Jacksonville,United States,30.4941005707,-81.6878967285,30.0,-5,13.2692307692,5.0,-6.0,1069,2.80898876404,10.0,-2.0,1068
46,NY,BUF,P,M,2336431,Buffalo Niagara International Airport,Buffalo,United States,42.94049835,-78.73220062,728.0,-5,11.9064005506,4.0,-6.0,1461,0.684462696783,9.0,-2.0,1461
47,NM,ABQ,P,M,2323883,Albuquerque International Sunport Airport,Albuquerque,United States,35.0401992798,-106.60900116,5355.0,-7,13.2852729145,5.0,-4.0,2918,0.171408981831,9.0,-1.0,2917
48,CA,ONT,P,M,2089801,Ontario International Airport,Ontario,United States,34.0559997559,-117.600997925,944.0,-8,15.3097982709,5.0,-3.0,2776,0.0720461095101,8.0,0.0,2776
49,NE,OMA,P,M,2046179,Eppley Airfield,Omaha,United States,41.3031997681,-95.8940963745,984.0,-6,12.3822341857,4.0,-6.0,1490,0.134138162307,9.0,-2.0,1491
50,CA,BUR,P,S,1973897,Bob Hope Airport,Burbank,United States,34.2006988525,-118.35900116,778.0,-8,14.6210268949,3.0,-3.0,4116,0.510204081633,10.0,-1.0,4116
51,TN,MEM,P,S,1873716,Memphis International Airport,Memphis,United States,35.0424003601,-89.9766998291,341.0,-6,12.8787878788,5.0,-5.0,797,0.501882057716,9.0,-3.0,797
52,OK,OKC,P,S,1803188,Will Rogers World Airport,Oklahoma City,United States,35.3931007385,-97.6007003784,1295.0,-6,15.0243309002,4.0,-4.0,1656,0.60350030175,9.0,-2.0,1657
53,RI,PVD,P,S,1763676,Theodore Francis Green State Airport,Providence,United States,41.7326011658,-71.4204025269,55.0,-5,11.5914786967,5.0,-7.0,1605,0.623830318153,9.0,-1.0,1603
54,VA,RIC,P,S,1740391,Richmond International Airport,Richmond,United States,37.5051994324,-77.3197021484,167.0,-5,12.6923076923,4.0,-6.0,260,0.384615384615,11.0,-3.0,260
55,SC,CHS,P,S,1669988,Charleston Air Force Base-International Airport,Charleston,United States,32.89860153,-80.04049683,46.0,-5,11.4825581395,7.0,-6.0,707,2.4045261669,9.0,-2.0,707
56,NV,RNO,P,S,1669876,Reno Tahoe International Airport,Reno,United States,39.4990997314,-119.767997742,4415.0,-8,14.5395799677,5.0,-4.0,1864,0.429184549356,9.0,-1.0,1864
57,KY,SDF,P,S,1640297,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,501.0,-5,10.409252669,5.0,-8.0,1129,0.619469026549,9.0,-2.0,1130
58,AZ,TUS,P,S,1549253,Tucson International Airport,Tucson,United States,32.1161003113,-110.941001892,2643.0,-7,18.1649675626,4.0,-2.0,1080,0.0,8.0,-2.0,1078
59,WA,GEG,P,S,1515351,Spokane International Airport,Spokane,United States,47.6198997498,-117.533996582,2376.0,-8,11.5288220551,4.0,-6.0,799,0.0,9.0,-2.0,799
60,VA,ORF,P,S,1515200,Norfolk International Airport,Norfolk,United States,36.8945999146,-76.2012023926,26.0,-5,11.1898016997,4.0,-5.0,712,0.702247191011,9.0,-2.0,712
61,ID,BOI,P,S,1487777,Boise Air Terminal/Gowen field,Boise,United States,43.56439972,-116.2229996,2871.0,-7,11.5384615385,3.0,-5.0,858,0.0,9.0,-2.0,858
62,TX,ELP,P,S,1381392,El Paso International Airport,El Paso,United States,31.80719948,-106.3779984,3959.0,-7,17.9678530425,4.0,-2.0,1744,0.229357798165,10.0,-1.0,1744
63,OK,TUL,P,S,1359582,Tulsa International Airport,Tulsa,United States,36.1983985901,-95.8880996704,677.0,-6,15.0395778364,4.0,-4.0,1137,0.0,9.0,-2.0,1137
64,AL,BHM,P,S,1325897,Birmingham-Shuttlesworth International Airport,Birmingham,United States,33.56290054,-86.75350189,650.0,-6,12.4170616114,3.0,-7.0,1059,0.47258979206,9.0,-3.0,1058
65,MI,GRR,P,S,1280803,Gerald R. Ford International Airport,Grand Rapids,United States,42.88079834,-85.52279663,794.0,-5,9.78723404255,5.0,-7.0,472,0.0,10.0,-3.0,472
66,NY,ALB,P,S,1276793,Albany International Airport,Albany,United States,42.748298645,-73.8016967773,285.0,-5,11.6895874263,4.0,-5.0,1026,0.389863547758,9.0,-2.0,1026
67,CA,LGB,P,S,1220937,Long Beach /Daugherty Field/ Airport,Long Beach,United States,33.81769943,-118.1520004,60.0,-8,15.5752212389,5.0,-4.0,569,0.878734622144,10.0,-1.0,569
68,NY,ROC,P,S,1177994,Greater Rochester International Airport,Rochester,United States,43.1189002991,-77.6724014282,559.0,-5,7.69230769231,6.0,-7.0,396,0.757575757576,9.0,-2.0,396
69,IA,DSM,P,S,1156462,Des Moines International Airport,Des Moines,United States,41.5340003967,-93.6631011963,958.0,-6,9.19540229885,4.0,-6.0,261,0.0,8.0,-3.0,261
70,OH,DAY,P,S,1041759,James M Cox Dayton International Airport,Dayton,United States,39.9024009705,-84.2193984985,1009.0,-5,10.7279693487,4.0,-7.0,261,0.0,9.0,-3.0,261
71,NH,MHT,P,S,1026349,Manchester Airport,Manchester NH,United States,42.932598114,-71.4356994629,266.0,-5,11.9672131148,4.0,-6.0,1226,0.570497147514,10.0,-3.0,1227
72,AR,LIT,P,S,958510,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,34.7294006348,-92.2242965698,262.0,-6,14.4230769231,4.0,-6.0,625,0.0,8.0,-2.0,625
73,SC,GSP,P,S,955097,Greenville Spartanburg International Airport,Greenville,United States,34.8956985474,-82.2189025879,964.0,-5,8.04597701149,4.0,-10.0,261,0.383141762452,10.0,-2.0,261
74,ME,PWM,P,S,858449,Portland International Jetport Airport,Portland,United States,43.64619827,-70.30930328,76.0,-5,10.4956268222,4.0,-7.0,343,0.290697674419,8.0,-3.0,344
75,FL,PNS,P,S,787916,Pensacola Regional Airport,Pensacola,United States,30.473400116,-87.1865997314,121.0,-6,11.743772242,4.0,-5.0,281,0.0,8.0,-3.0,281
76,KS,ICT,P,S,773550,Wichita Mid Continent Airport,Wichita,United States,37.6498985291,-97.4330978394,1333.0,-6,9.71428571429,4.0,-8.0,352,0.0,9.0,-4.0,352
77,OH,CAK,P,S,759335,Akron Canton Regional Airport,Akron,United States,40.9160995483,-81.442199707,1228.0,-5,12.8676470588,4.0,-5.0,273,0.3663003663,9.5,-3.0,273
78,NY,ISP,P,S,603653,Long Island Mac Arthur Airport,Islip,United States,40.79520035,-73.10019684,99.0,-5,12.752293578,5.0,-5.0,1104,1.1786038078,9.0,-2.0,1103
79,TX,MAF,P,S,518509,Midland International Airport,Midland,United States,31.9424991608,-102.202003479,2871.0,-6,11.5485564304,3.0,-5.0,764,0.130890052356,8.0,-4.0,764
80,TX,LBB,P,S,443239,Lubbock Preston Smith International Airport,Lubbock,United States,33.6636009216,-101.822998047,3282.0,-6,11.6129032258,4.0,-5.0,622,0.16077170418,9.0,-4.0,622
81,FL,ECP,P,S,428704,Northwest Florida Beaches International Airport,Panama City,United States,30.357106,-85.795414,69.0,-6,14.2465753425,3.0,-2.0,366,0.273224043716,8.0,-3.0,366
82,MI,FNT,P,S,411763,Bishop International Airport,Flint,United States,42.9654006958,-83.743598938,782.0,-5,8.88888888889,4.0,-10.0,273,1.0989010989,9.0,-4.0,273
83,TX,AMA,P,N,341132,Rick Husband Amarillo International Airport,Amarillo,United States,35.2193984985,-101.706001282,3607.0,-6,14.0515222482,4.0,-3.0,427,0.0,8.0,-3.0,427
84,TX,CRP,P,N,338312,Corpus Christi International Airport,Corpus Christi,United States,27.7703990936,-97.5011978149,44.0,-6,10.5105105105,4.0,-4.0,336,0.595238095238,10.0,-3.0,336
85,TX,HRL,P,N,259864,Valley International Airport,Harlingen,United States,26.2285003662,-97.6544036865,36.0,-6,10.7569721116,3.0,-5.0,504,0.0,8.0,-3.0,504
