,ST,IATA,S/L,Hub,CY15enplane,Name,City,Country,Latitude,Longitude,Altitude,Timezone,PercentArrDel15,TaxiIn,ArrDelay,ArrNum,PercentCancelled,TaxiOut,DepDelay,DepNum
74,FL,PNS,P,S,787916,Pensacola Regional Airport,Pensacola,United States,30.473400116,-87.1865997314,121.0,-6,19.0476190476,4.0,-4.0,275,0.727272727273,8.0,-3.0,275
75,KS,ICT,P,S,773550,Wichita Mid Continent Airport,Wichita,United States,37.6498985291,-97.4330978394,1333.0,-6,15.2454780362,4.0,-5.0,389,0.512820512821,9.0,-4.0,390
76,OH,CAK,P,S,759335,Akron Canton Regional Airport,Akron,United States,40.9160995483,-81.442199707,1228.0,-5,24.6606334842,4.0,-2.0,442,0.225733634312,9.0,-3.0,443
77,NY,ISP,P,S,603653,Long Island Mac Arthur Airport,Islip,United States,40.79520035,-73.10019684,99.0,-5,17.3981191223,5.0,-4.0,1282,0.468018720749,9.0,-3.0,1282
78,TX,MAF,P,S,518509,Midland International Airport,Midland,United States,31.9424991608,-102.202003479,2871.0,-6,16.796875,3.0,-4.0,780,1.41025641026,9.0,-3.0,780
79,TX,LBB,P,S,443239,Lubbock Preston Smith International Airport,Lubbock,United States,33.6636009216,-101.822998047,3282.0,-6,23.0897009967,4.0,0.0,607,0.658978583196,9.0,-3.0,607
80,FL,ECP,P,S,428704,Northwest Florida Beaches International Airport,Panama City,United States,30.357106,-85.795414,69.0,-6,19.1860465116,3.0,-4.0,517,0.3861003861,8.0,-2.0,518
81,MI,FNT,P,S,411763,Bishop International Airport,Flint,United States,42.9654006958,-83.743598938,782.0,-5,13.6950904393,5.0,-7.0,389,0.769230769231,9.0,-3.0,390
82,TX,AMA,P,N,341132,Rick Husband Amarillo International Airport,Amarillo,United States,35.2193984985,-101.706001282,3607.0,-6,19.2941176471,4.0,-2.0,431,0.92807424594,8.0,-3.0,431
83,TX,CRP,P,N,338312,Corpus Christi International Airport,Corpus Christi,United States,27.7703990936,-97.5011978149,44.0,-6,20.7715133531,4.0,1.0,341,1.46627565982,9.0,-2.0,341
84,TX,HRL,P,N,259864,Valley International Airport,Harlingen,United States,26.2285003662,-97.6544036865,36.0,-6,19.7292069632,3.0,-3.0,524,0.954198473282,8.0,-2.0,524
